NAME,FOUNDED,ACCREDITED,PUB/PRIV,ACADEMIC YEAR,TUITION,TUITION (2014$),PERCENT PAYING FULL TUITION,PERCENT RECEIVING MEDIAN GRANT OR MORE,TUITION LESS MEDIAN GRANT (2014$)
AMERICAN UNIVERSITY WASHINGTON COLLEGE OF LAW,1896,1940,PRIVATE,2011-2012,"$45,096","$47,461",54.2%,22.9%,"$36,937"
AMERICAN UNIVERSITY WASHINGTON COLLEGE OF LAW,1896,1940,PRIVATE,2012-2013,"$46,794","$48,250",48.7%,25.6%,"$37,856"
AMERICAN UNIVERSITY WASHINGTON COLLEGE OF LAW,1896,1940,PRIVATE,2013-2014,"$48,148","$48,929",51.0%,24.5%,"$38,767"
AMERICAN UNIVERSITY WASHINGTON COLLEGE OF LAW,1896,1940,PRIVATE,2014-2015,"$49,542","$49,542",N/A,N/A,N/A
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,1996-1997,"$22,430","$33,854",N/A,N/A,N/A
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,1997-1998,"$23,375","$34,474",N/A,N/A,N/A
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,1998-1999,"$24,530","$35,625",N/A,N/A,N/A
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,1999-2000,"$25,704","$36,530",N/A,N/A,N/A
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,2000-2001,"$26,860","$36,926",N/A,N/A,N/A
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,2001-2002,"$28,040","$37,489",75.4%,12.3%,"$24,788"
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,2002-2003,"$29,440","$38,746",73.2%,13.4%,"$25,388"
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,2003-2004,"$30,940","$39,817",71.2%,14.4%,"$25,210"
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,2004-2005,"$33,055","$41,429",71.1%,14.4%,"$26,264"
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,2005-2006,"$35,080","$42,525",69.9%,15.1%,"$27,190"
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,2006-2007,"$37,220","$43,709",67.7%,16.1%,"$26,622"
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,2007-2008,"$39,390","$44,974",65.9%,17.0%,"$27,848"
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,2008-2009,"$42,065","$46,252",62.6%,18.7%,"$29,759"
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,2009-2010,"$43,750","$48,277",61.4%,19.3%,"$30,290"
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,2010-2011,"$45,105","$48,969",60.1%,19.9%,"$29,536"
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,2011-2012,"$46,865","$49,323",63.2%,18.4%,"$30,905"
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,2012-2013,"$48,835","$50,354",62.4%,18.8%,"$31,794"
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,2013-2014,"$50,890","$51,716",58.6%,20.7%,"$31,391"
GEORGETOWN UNIVERSITY LAW CENTER,1870,1924,PRIVATE,2014-2015,"$53,130","$53,130",N/A,N/A,N/A
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,1996-1997,"$12,065","$18,210",N/A,N/A,N/A
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,1997-1998,"$12,425","$18,325",N/A,N/A,N/A
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,1998-1999,"$12,425","$18,045",N/A,N/A,N/A
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,1999-2000,"$12,785","$18,170",N/A,N/A,N/A
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,2000-2001,"$13,685","$18,814",N/A,N/A,N/A
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,2001-2002,"$14,291","$19,107",45.8%,27.1%,"$11,085"
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,2002-2003,"$14,865","$19,564",48.6%,25.7%,"$7,719"
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,2003-2004,"$15,845","$20,391",51.0%,24.5%,"$10,739"
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,2004-2005,"$16,895","$21,175",39.5%,30.3%,"$8,642"
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,2005-2006,"$17,855","$21,644",25.7%,37.1%,"$9,522"
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,2006-2007,"$18,870","$22,160",44.4%,27.8%,"$10,416"
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,2007-2008,"$20,445","$23,343",46.0%,27.0%,"$7,359"
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,2008-2009,"$23,370","$25,696",44.3%,27.8%,"$14,701"
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,2009-2010,"$24,490","$27,024",46.4%,26.8%,"$14,610"
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,2010-2011,"$26,439","$28,704",56.0%,22.0%,"$15,133"
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,2011-2012,"$29,131","$30,659",41.9%,29.0%,"$13,820"
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,2012-2013,"$31,640","$32,624",48.1%,26.0%,"$19,839"
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,2013-2014,"$32,743","$33,274",43.7%,28.1%,"$21,079"
HOWARD UNIVERSITY SCHOOL OF LAW,1869,1931,PRIVATE,2014-2015,"$33,732","$33,732",N/A,N/A,N/A
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,1996-1997,"$20,874","$31,505",N/A,N/A,N/A
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,1997-1998,"$21,918","$32,325",N/A,N/A,N/A
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,1998-1999,"$23,014","$33,423",N/A,N/A,N/A
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,1999-2000,"$25,092","$35,661",N/A,N/A,N/A
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,2000-2001,"$26,214","$36,038",N/A,N/A,N/A
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,2001-2002,"$27,015","$36,119",70.7%,14.6%,"$29,434"
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,2002-2003,"$28,106","$36,991",57.0%,21.5%,"$28,041"
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,2003-2004,"$29,105","$37,455",65.5%,17.3%,"$24,586"
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,2004-2005,"$30,185","$37,832",70.3%,14.8%,"$25,299"
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,2005-2006,"$31,405","$38,070",67.7%,16.1%,"$25,947"
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,2006-2007,"$32,555","$38,230",70.4%,14.8%,"$26,487"
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,2007-2008,"$34,505","$39,397",69.2%,15.4%,"$27,979"
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,2008-2009,"$36,535","$40,172",71.8%,14.1%,"$29,177"
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,2009-2010,"$37,985","$41,915",57.8%,21.1%,"$30,881"
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,2010-2011,"$40,000","$43,427",54.1%,23.0%,"$29,856"
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,2011-2012,"$41,995","$44,197",47.2%,26.4%,"$33,673"
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,2012-2013,"$43,245","$44,590",36.2%,31.9%,"$34,279"
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,2013-2014,"$44,465","$45,186",33.9%,33.0%,"$32,484"
THE CATHOLIC UNIVERSITY OF AMERICA COLUMBUS SCHOOL OF LAW,1897,1925,PRIVATE,2014-2015,"$45,800","$45,800",N/A,N/A,N/A
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,1996-1997,"$20,870","$31,499",N/A,N/A,N/A
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,1997-1998,"$22,035","$32,498",N/A,N/A,N/A
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,1998-1999,"$23,955","$34,790",N/A,N/A,N/A
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,1999-2000,"$25,635","$36,432",N/A,N/A,N/A
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,2000-2001,"$26,860","$36,926",N/A,N/A,N/A
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,2001-2002,"$28,045","$37,496",60.3%,19.9%,"$24,126"
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,2002-2003,"$29,420","$38,720",53.1%,23.5%,"$25,559"
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,2003-2004,"$30,990","$39,881",54.7%,22.7%,"$27,012"
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,2004-2005,"$32,620","$40,884",57.1%,21.5%,"$28,351"
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,2005-2006,"$34,500","$41,821",52.9%,23.5%,"$29,699"
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,2006-2007,"$36,310","$42,640",53.9%,23.0%,"$29,722"
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,2007-2008,"$38,198","$43,613",51.6%,24.2%,"$29,912"
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,2008-2009,"$40,100","$44,092",48.8%,25.6%,"$29,798"
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,2009-2010,"$42,205","$46,572",42.0%,29.0%,"$30,020"
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,2010-2011,"$43,999","$47,768",45.1%,27.4%,"$33,655"
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,2011-2012,"$45,750","$48,149",46.9%,26.5%,"$34,468"
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,2012-2013,"$47,535","$49,014",42.6%,28.7%,"$32,516"
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,2013-2014,"$49,840","$50,648",35.0%,32.5%,"$34,389"
THE GEORGE WASHINGTON UNIVERSITY LAW SCHOOL,1865,1923,PRIVATE,2014-2015,"$52,033","$52,033",N/A,N/A,N/A
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,1996-1997,N/A,N/A,N/A,N/A,N/A
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,1997-1998,N/A,N/A,N/A,N/A,N/A
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,1998-1999,N/A,N/A,N/A,N/A,N/A
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,1999-2000,N/A,N/A,N/A,N/A,N/A
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,2000-2001,N/A,N/A,N/A,N/A,N/A
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,2001-2002,N/A,N/A,N/A,N/A,N/A
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,2002-2003,"$22,250","$29,284",4.6%,47.7%,"$3,290"
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,2003-2004,"$26,120","$33,614",19.4%,40.3%,"$18,346"
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,2004-2005,"$27,500","$34,467",22.2%,38.9%,"$7,019"
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,2005-2006,"$29,300","$35,518",38.9%,30.6%,"$12,108"
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,2006-2007,"$30,765","$36,128",40.0%,30.0%,"$12,642"
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,2007-2008,"$32,302","$36,881",36.0%,32.0%,"$19,755"
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,2008-2009,"$33,920","$37,297",36.1%,32.0%,"$20,803"
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,2009-2010,"$35,380","$39,041",42.4%,28.8%,"$22,489"
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,2010-2011,"$36,448","$39,570",50.2%,24.9%,"$23,285"
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,2011-2012,"$36,448","$38,360",48.3%,25.9%,"$22,573"
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,2012-2013,"$37,270","$38,429",53.9%,23.0%,"$22,963"
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,2013-2014,"$40,136","$40,787",32.4%,33.8%,"$25,544"
AVE MARIA SCHOOL OF LAW,2000,2002,PRIVATE,2014-2015,"$40,136","$40,136",N/A,N/A,N/A
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,1996-1997,N/A,N/A,N/A,N/A,N/A
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,1997-1998,N/A,N/A,N/A,N/A,N/A
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,1998-1999,N/A,N/A,N/A,N/A,N/A
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,1999-2000,N/A,N/A,N/A,N/A,N/A
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,2000-2001,N/A,N/A,N/A,N/A,N/A
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,2001-2002,N/A,N/A,N/A,N/A,N/A
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,2002-2003,"$22,660","$29,823",45.8%,27.1%,"$19,821"
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,2003-2004,"$23,600","$30,371",26.2%,36.9%,"$22,649"
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,2004-2005,"$24,600","$30,832",25.4%,37.3%,"$24,566"
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,2005-2006,"$24,600","$29,821",6.6%,46.7%,"$23,759"
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,2006-2007,"$27,560","$32,365",12.8%,43.6%,"$26,493"
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,2007-2008,"$29,300","$33,454",2.8%,48.6%,"$26,603"
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,2008-2009,"$30,620","$33,668",13.1%,43.5%,"$27,071"
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,2009-2010,"$31,700","$34,980",26.6%,36.7%,"$26,152"
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,2010-2011,"$32,650","$35,447",26.9%,36.5%,"$26,762"
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,2011-2012,"$33,630","$35,394",35.6%,32.2%,"$28,027"
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,2012-2013,"$34,300","$35,367",24.6%,37.7%,"$28,149"
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,2013-2014,"$34,300","$34,856",21.8%,39.1%,"$26,727"
"BARRY UNIVERSITY, DWAYNE O. ANDREAS SCHOOL OF LAW",1999,2002,PRIVATE,2014-2015,"$34,300","$34,300",N/A,N/A,N/A
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,1996-1997,N/A,N/A,N/A,N/A,N/A
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,1997-1998,N/A,N/A,N/A,N/A,N/A
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,1998-1999,N/A,N/A,N/A,N/A,N/A
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,1999-2000,"$18,340","$26,065",N/A,N/A,N/A
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,2000-2001,"$18,340","$25,213",N/A,N/A,N/A
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,2001-2002,"$20,250","$27,074",54.0%,23.0%,"$20,389"
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,2002-2003,"$20,265","$26,671",49.7%,25.2%,"$20,090"
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,2003-2004,"$22,260","$28,646",41.1%,29.4%,"$22,212"
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,2004-2005,"$23,410","$29,341",39.6%,30.2%,"$23,074"
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,2005-2006,"$25,050","$30,366",42.4%,28.8%,"$24,305"
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,2006-2007,"$27,088","$31,810",45.1%,27.4%,"$25,939"
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,2007-2008,"$28,870","$32,963",46.2%,26.9%,"$27,254"
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,2008-2009,"$30,816","$33,884",55.0%,22.5%,"$26,187"
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,2009-2010,"$32,662","$36,042",60.9%,19.6%,"$28,317"
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,2010-2011,"$34,712","$37,686",56.0%,22.0%,"$29,543"
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,2011-2012,"$36,968","$38,907",51.0%,24.5%,"$31,013"
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,2012-2013,"$39,370","$40,595",46.5%,26.7%,"$30,284"
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,2013-2014,"$41,256","$41,925",45.8%,27.1%,"$29,222"
FLORIDA COASTAL SCHOOL OF LAW,1996,1999,PRIVATE,2014-2015,"$42,906","$42,906",N/A,N/A,N/A
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,1996-1997,"$18,850","$28,451",N/A,N/A,N/A
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,1997-1998,"$19,400","$28,612",N/A,N/A,N/A
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,1998-1999,"$19,770","$28,712",N/A,N/A,N/A
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,1999-2000,"$19,970","$28,381",N/A,N/A,N/A
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,2000-2001,"$20,370","$28,004",N/A,N/A,N/A
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,2001-2002,"$21,100","$28,210",88.0%,6.0%,-$283
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,2002-2003,"$21,312","$28,049",81.8%,9.1%,"$14,888"
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,2003-2004,"$22,500","$28,955",83.8%,8.1%,"$16,086"
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,2004-2005,"$23,873","$29,921",81.7%,9.2%,"$21,148"
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,2005-2006,"$25,780","$31,251",93.4%,3.3%,$606
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,2006-2007,"$27,550","$32,353",90.1%,5.0%,"$14,738"
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,2007-2008,"$29,180","$33,317",90.1%,4.9%,"$18,280"
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,2008-2009,"$30,472","$33,505",88.4%,5.8%,"$18,112"
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,2009-2010,"$31,672","$34,949",84.7%,7.6%,"$21,708"
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,2010-2011,"$32,607","$35,400",81.2%,9.4%,"$24,544"
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,2011-2012,"$33,250","$34,994",80.6%,9.7%,"$24,469"
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,2012-2013,"$34,330","$35,398",67.1%,16.5%,"$25,087"
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,2013-2014,"$35,586","$36,163",58.3%,20.9%,"$26,001"
"NOVA SOUTHEASTERN UNIVERSITY, SHEPARD BROAD LAW CENTER",1974,1975,PRIVATE,2014-2015,"$36,906","$36,906",N/A,N/A,N/A
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,1996-1997,"$17,090","$25,794",N/A,N/A,N/A
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,1997-1998,"$18,950","$27,948",N/A,N/A,N/A
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,1998-1999,"$19,975","$29,010",N/A,N/A,N/A
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,1999-2000,"$21,750","$30,911",N/A,N/A,N/A
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,2000-2001,"$22,816","$31,367",N/A,N/A,N/A
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,2001-2002,"$23,500","$31,419",72.2%,13.9%,"$14,707"
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,2002-2003,"$24,200","$31,850",68.8%,15.6%,"$16,649"
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,2003-2004,"$24,700","$31,786",60.7%,19.6%,"$31,786"
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,2004-2005,"$24,700","$30,958",61.9%,19.1%,"$15,479"
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,2005-2006,"$25,800","$31,275",71.2%,14.4%,"$16,729"
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,2006-2007,"$26,580","$31,214",72.5%,13.8%,"$18,296"
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,2007-2008,"$27,840","$31,787",74.9%,12.6%,"$16,601"
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,2008-2009,"$30,220","$33,228",64.2%,17.9%,"$16,614"
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,2009-2010,"$31,616","$34,887",63.5%,18.3%,"$17,444"
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,2010-2011,"$33,082","$35,916",57.7%,21.1%,"$20,717"
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,2011-2012,"$34,618","$36,434",64.0%,18.0%,"$20,647"
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,2012-2013,"$36,226","$37,353",69.2%,15.4%,"$24,980"
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,2013-2014,"$37,402","$38,009",53.6%,23.2%,"$27,847"
ST. THOMAS UNIVERSITY SCHOOL OF LAW,1984,1988,PRIVATE,2014-2015,"$38,458","$38,458",N/A,N/A,N/A
STETSON UNIVERSITY COLLEGE LAW SCHOOL,1900,1930,PRIVATE,1996-1997,"$18,175","$27,432",N/A,N/A,N/A
STETSON UNIVERSITY COLLEGE LAW SCHOOL,1900,1930,PRIVATE,1997-1998,"$18,975","$27,985",N/A,N/A,N/A
STETSON UNIVERSITY COLLEGE LAW SCHOOL,1900,1930,PRIVATE,1998-1999,"$19,750","$28,683",N/A,N/A,N/A
STETSON UNIVERSITY COLLEGE LAW SCHOOL,1900,1930,PRIVATE,1999-2000,"$20,500","$29,135",N/A,N/A,N/A
STETSON UNIVERSITY COLLEGE LAW SCHOOL,1900,1930,PRIVATE,2000-2001,"$21,315","$29,303",N/A,N/A,N/A
STETSON UNIVERSITY COLLEGE LAW SCHOOL,1900,1930,PRIVATE,2001-2002,"$22,055","$29,487",83.5%,8.2%,"$14,345"
STETSON UNIVERSITY COLLEGE LAW SCHOOL,1900,1930,PRIVATE,2002-2003,"$22,965","$30,225",86.2%,6.9%,"$14,573"
STETSON UNIVERSITY COLLEGE LAW SCHOOL,1900,1930,PRIVATE,2003-2004,"$24,104","$31,019",86.6%,6.7%,"$14,982"
